project_id,reinforcement_ratio_kg_per_m3,num_unique_required_lengths,stock_length_policy,cutting_optimization_usage,bim_integration_level,design_revisions_per_month,supervision_index_1to5,material_control_level_1to3,storage_handling_index_1to5,offcut_reuse_policy_0to2,change_orders_per_month,contract_type,lead_time_days,order_frequency_per_month,project_phase,steel_waste_percentage
P1823,148.7,14,standard_12m,0,1,5,4,2,1,1,3,design_build,19,4,frame,11.36
P2531,180.0,14,standard_12m,0,0,0,2,1,1,0,2,design_build,20,3,foundation,13.36
P2214,69.5,10,custom_lengths,0,0,5,3,2,1,2,5,design_build,30,2,slab_finishing,9.95
P1504,134.3,30,mixed_lengths,1,1,2,1,1,1,0,5,design_build,27,2,frame,13.53
P3964,160.9,10,custom_lengths,1,1,3,3,1,2,1,2,lump_sum,30,1,foundation,7.19
P3395,144.9,18,standard_12m,0,0,6,3,2,3,2,4,remeasurement,29,2,frame,13.36
P2996,152.1,23,mixed_lengths,0,1,3,3,1,1,0,5,design_build,14,8,frame,12.71
P2958,173.2,19,mixed_lengths,2,1,6,3,3,3,2,5,remeasurement,5,8,foundation,9.1
P2384,153.2,35,standard_12m,1,0,2,1,1,1,0,3,lump_sum,29,2,frame,14.59
P1894,158.6,23,standard_12m,2,2,3,2,2,3,1,5,remeasurement,18,7,foundation,10.54
P1828,146.1,35,standard_12m,1,0,2,3,3,2,0,2,lump_sum,14,7,frame,10.48
P3920,139.8,22,standard_12m,2,0,6,3,2,1,2,2,remeasurement,12,5,frame,11.69
P2683,145.0,29,standard_12m,0,1,4,4,3,3,0,2,lump_sum,22,4,frame,10.44
P3574,136.0,33,standard_12m,2,0,1,4,2,1,1,2,lump_sum,30,2,frame,7.67
P3969,79.3,8,custom_lengths,0,2,2,5,2,3,0,3,design_build,17,3,slab_finishing,4.49
P3512,171.9,24,standard_12m,0,0,5,4,2,1,1,5,remeasurement,10,7,foundation,15.0
P1652,148.7,20,standard_12m,2,3,5,1,2,2,2,2,design_build,21,8,frame,6.48
P1172,164.2,6,standard_12m,1,0,4,2,2,3,1,3,lump_sum,25,4,foundation,12.11
P1038,132.9,33,standard_12m,1,3,3,1,2,3,1,1,lump_sum,30,3,slab_finishing,8.5
P3860,180.0,30,mixed_lengths,1,1,0,3,2,2,1,0,design_build,20,5,foundation,3.91
P1713,150.0,10,standard_12m,0,0,1,4,2,1,1,2,lump_sum,25,3,frame,9.81
P1090,132.7,18,standard_12m,1,1,0,2,2,2,1,1,design_build,24,4,frame,5.87
P3954,151.6,11,standard_12m,0,0,6,4,2,1,1,5,design_build,14,4,frame,15.0
P2205,165.0,10,custom_lengths,1,1,3,2,1,1,0,1,remeasurement,18,2,foundation,11.96
P3585,102.6,5,standard_12m,1,2,2,2,2,2,1,0,design_build,23,2,slab_finishing,6.59
P2827,149.6,29,standard_12m,1,0,2,2,2,2,1,2,lump_sum,24,2,frame,9.82
P2155,101.5,24,standard_12m,2,1,2,4,2,1,2,3,lump_sum,23,7,slab_finishing,6.89
P2324,120.3,16,mixed_lengths,1,2,2,3,2,3,0,2,lump_sum,28,4,slab_finishing,8.96
P1216,90.8,18,standard_12m,2,2,1,4,2,3,2,3,lump_sum,25,3,slab_finishing,2.3
P1510,180.0,24,mixed_lengths,1,1,1,3,3,4,1,3,design_build,21,3,foundation,5.59
P2680,166.0,28,standard_12m,1,1,1,4,2,2,1,1,design_build,22,4,frame,6.01
P1499,83.9,16,standard_12m,2,0,2,3,2,1,1,0,design_build,30,1,slab_finishing,7.58
P3548,154.1,31,standard_12m,0,0,0,3,2,1,1,2,lump_sum,20,7,frame,11.48
P2856,141.1,24,standard_12m,0,1,6,4,2,1,1,5,design_build,10,5,frame,14.69
P2388,153.6,17,mixed_lengths,2,1,5,1,2,2,2,4,design_build,21,1,foundation,10.31
P2519,180.0,23,standard_12m,2,1,4,4,3,2,2,5,design_build,17,5,foundation,9.43
P3386,97.6,20,standard_12m,0,0,3,3,2,1,0,1,design_build,22,4,slab_finishing,11.84
P3721,176.7,23,standard_12m,1,1,2,4,2,2,1,0,design_build,10,6,foundation,6.02
P3076,117.0,18,mixed_lengths,1,1,4,3,2,2,2,5,design_build,24,4,slab_finishing,6.46
P2540,180.0,33,mixed_lengths,0,0,1,5,3,3,1,3,design_build,30,2,foundation,7.56
P2217,117.0,12,custom_lengths,1,0,3,1,2,1,2,3,lump_sum,29,5,frame,7.68
P2416,171.9,11,standard_12m,0,1,6,4,2,1,2,1,design_build,22,3,foundation,10.37
P3217,173.6,30,mixed_lengths,1,1,3,4,3,4,0,5,remeasurement,23,2,foundation,10.13
P3621,155.6,8,custom_lengths,2,0,6,5,2,2,2,2,remeasurement,13,5,foundation,6.52
P2676,98.0,29,standard_12m,1,1,4,1,2,1,0,3,design_build,30,1,slab_finishing,14.25
P2197,180.0,39,standard_12m,0,1,2,4,2,3,0,3,design_build,19,6,foundation,13.59
P2542,180.0,25,standard_12m,1,2,5,3,1,1,1,1,design_build,8,7,foundation,9.35
P1953,180.0,22,mixed_lengths,0,0,4,3,2,2,1,4,remeasurement,10,8,foundation,13.4
P1750,174.1,16,standard_12m,2,1,2,4,2,1,2,3,lump_sum,12,4,foundation,6.21
P1234,117.6,28,mixed_lengths,2,0,4,2,1,1,0,5,remeasurement,14,4,slab_finishing,15.0
P1732,180.0,28,standard_12m,0,1,1,3,1,1,1,1,design_build,15,8,foundation,10.7
P3992,173.3,5,standard_12m,0,0,4,4,2,3,1,1,remeasurement,16,8,foundation,13.13
P2156,149.6,9,standard_12m,2,1,4,3,3,2,2,3,design_build,22,3,frame,8.18
P3573,136.0,29,standard_12m,1,2,2,5,2,3,2,2,lump_sum,30,2,frame,6.16
P3445,126.3,31,mixed_lengths,0,2,5,3,1,1,1,2,remeasurement,25,2,frame,12.48
P2209,106.6,27,mixed_lengths,0,0,6,4,2,3,1,3,design_build,16,7,slab_finishing,11.38
P2065,136.8,23,mixed_lengths,1,0,6,2,2,2,1,2,lump_sum,17,6,frame,10.09
P3156,118.6,9,custom_lengths,2,1,3,2,1,1,0,1,lump_sum,10,7,slab_finishing,7.05
P2062,109.7,14,custom_lengths,1,0,3,3,2,3,1,3,lump_sum,30,3,slab_finishing,6.56
P2167,96.2,19,standard_12m,1,3,2,1,2,3,1,3,remeasurement,18,6,slab_finishing,8.51
P2492,131.1,17,mixed_lengths,0,0,6,2,1,1,0,3,remeasurement,10,7,frame,15.0
P3474,89.0,8,custom_lengths,1,0,2,4,2,3,2,3,remeasurement,21,5,slab_finishing,6.82
P1884,137.5,8,standard_12m,0,1,0,5,2,2,0,1,lump_sum,30,3,frame,8.49
P1143,132.5,6,standard_12m,0,0,4,2,1,2,1,0,design_build,23,5,frame,12.12
P3942,113.0,11,standard_12m,2,0,5,4,2,3,2,2,design_build,24,1,slab_finishing,7.06
P1850,97.2,36,standard_12m,0,0,5,1,2,3,1,5,remeasurement,23,3,slab_finishing,15.0
P1717,180.0,38,standard_12m,1,0,1,5,2,1,2,1,lump_sum,11,5,foundation,7.34
P3864,180.0,32,mixed_lengths,2,0,2,4,2,3,2,2,design_build,23,8,foundation,2.82
P1264,154.3,32,mixed_lengths,0,1,4,1,2,1,2,1,design_build,3,8,frame,9.12
P1075,125.2,7,standard_12m,2,0,2,2,1,1,1,3,design_build,23,3,frame,9.7
P1395,150.5,13,custom_lengths,1,0,2,3,1,1,2,3,design_build,30,2,frame,5.9
P3545,171.3,17,standard_12m,1,2,2,3,2,3,2,3,remeasurement,20,4,foundation,8.3
P3224,180.0,39,standard_12m,1,2,3,4,2,1,2,2,lump_sum,25,8,foundation,8.68
P3799,180.0,37,standard_12m,2,0,6,2,2,3,1,2,design_build,21,3,foundation,12.81
P1396,97.0,20,mixed_lengths,2,1,1,1,2,2,2,2,lump_sum,30,2,slab_finishing,3.63
P2365,163.5,22,standard_12m,1,1,3,3,2,3,0,1,lump_sum,21,1,foundation,12.11
P3500,144.6,35,standard_12m,1,2,6,4,2,3,0,0,design_build,23,7,frame,7.78
P2903,133.2,11,custom_lengths,1,0,2,3,2,1,0,1,lump_sum,25,6,frame,6.11
P1595,180.0,30,standard_12m,0,1,3,2,2,1,0,4,design_build,30,3,foundation,15.0
P3109,86.6,24,mixed_lengths,0,0,6,3,2,1,0,5,design_build,21,6,slab_finishing,14.83
P2296,159.5,25,standard_12m,0,2,5,4,2,2,1,5,remeasurement,24,2,foundation,15.0
P2821,137.5,17,mixed_lengths,2,2,4,3,1,2,0,1,remeasurement,8,7,frame,6.29
P1872,157.2,10,standard_12m,1,0,6,1,2,3,0,1,remeasurement,15,7,foundation,15.0
P3911,131.1,8,standard_12m,0,0,3,2,2,1,1,1,lump_sum,23,7,frame,10.75
P3326,131.0,13,custom_lengths,2,1,3,3,2,1,2,3,design_build,24,2,frame,2.11
P2548,121.1,7,custom_lengths,0,0,4,1,1,2,0,2,lump_sum,30,5,frame,11.49
P1036,148.3,30,standard_12m,0,2,3,3,1,2,1,2,lump_sum,30,6,frame,10.09
P3526,154.0,38,standard_12m,1,2,5,3,2,2,1,2,design_build,29,2,frame,9.23
P3143,167.6,16,mixed_lengths,2,0,1,3,2,2,2,2,lump_sum,15,6,foundation,4.34
P3940,160.4,8,standard_12m,0,1,5,5,2,1,1,4,remeasurement,21,4,foundation,15.0
P1977,178.3,29,standard_12m,0,2,6,1,1,2,0,3,remeasurement,15,6,foundation,15.0
P2571,125.6,7,standard_12m,1,1,4,1,2,2,1,1,lump_sum,28,7,frame,11.08
P2122,92.3,17,mixed_lengths,0,0,1,3,1,1,0,1,remeasurement,26,2,slab_finishing,13.06
P3239,180.0,30,standard_12m,1,3,0,3,2,2,1,1,lump_sum,26,3,foundation,5.2
P2892,118.2,33,standard_12m,0,1,2,5,2,1,1,3,lump_sum,27,2,slab_finishing,11.91
P1675,76.2,10,standard_12m,1,1,6,3,2,3,0,4,remeasurement,27,4,slab_finishing,14.94
P1728,155.4,6,standard_12m,1,2,3,4,2,2,2,1,design_build,14,8,foundation,5.15
P1412,155.6,34,standard_12m,0,1,1,3,2,1,2,3,design_build,18,3,frame,9.24
P2516,132.1,39,standard_12m,1,2,5,2,2,3,0,1,design_build,25,5,frame,10.27
P2649,152.5,32,standard_12m,1,1,1,3,1,2,0,1,design_build,23,4,frame,9.34
P1825,131.6,6,standard_12m,2,1,3,3,1,1,1,0,lump_sum,28,2,frame,7.72
P1616,160.3,9,custom_lengths,1,2,1,4,2,3,2,1,lump_sum,12,5,foundation,0.76
P1114,154.9,39,standard_12m,0,1,0,4,3,2,0,3,lump_sum,26,6,frame,11.16
P1417,180.0,37,standard_12m,0,0,3,2,1,2,1,2,remeasurement,22,4,foundation,14.95
P2625,139.9,25,standard_12m,1,2,3,2,1,1,1,3,design_build,18,7,frame,11.09
P3939,152.5,33,mixed_lengths,1,1,1,3,3,3,1,1,remeasurement,12,4,frame,6.86
P1089,108.1,24,standard_12m,1,1,4,3,1,2,0,1,design_build,22,7,slab_finishing,10.8
P3082,165.0,25,mixed_lengths,1,1,3,1,2,3,1,3,lump_sum,30,1,foundation,9.36
P1753,147.1,34,mixed_lengths,2,2,2,1,1,1,1,2,lump_sum,30,2,frame,8.58
P2630,125.5,34,standard_12m,1,0,6,4,2,2,1,4,remeasurement,20,7,frame,14.53
P1011,137.3,10,standard_12m,2,1,5,3,1,1,2,5,remeasurement,7,7,frame,12.23
P3444,132.9,13,standard_12m,0,0,1,2,2,3,1,5,remeasurement,25,2,frame,14.62
P1284,90.5,22,standard_12m,2,1,0,3,1,1,1,0,lump_sum,20,7,slab_finishing,6.55
P2066,135.5,18,standard_12m,1,1,1,3,3,4,1,1,lump_sum,24,8,frame,3.87
P2191,134.8,27,standard_12m,1,0,5,2,2,1,2,4,lump_sum,24,6,frame,11.88
P2440,159.3,14,standard_12m,1,1,4,4,2,3,0,5,remeasurement,15,7,foundation,13.82
P3801,171.9,23,standard_12m,1,0,2,3,3,3,2,5,lump_sum,28,1,foundation,9.3
P3800,172.2,12,standard_12m,2,1,1,1,2,2,2,1,lump_sum,18,4,foundation,6.03
P3710,142.2,25,standard_12m,2,2,4,3,2,2,1,5,lump_sum,12,8,frame,9.86
P2568,98.0,11,custom_lengths,0,2,5,2,2,3,1,3,design_build,23,5,slab_finishing,8.79
P3427,180.0,38,standard_12m,1,0,2,5,2,1,1,2,lump_sum,14,8,foundation,11.08
P3577,177.5,25,mixed_lengths,2,0,1,5,2,3,2,1,lump_sum,30,2,foundation,3.11
P2687,124.1,38,standard_12m,1,2,3,1,2,1,1,0,design_build,22,4,slab_finishing,9.19
P1851,94.8,30,standard_12m,1,0,4,5,2,2,0,3,remeasurement,18,6,slab_finishing,12.88
P3207,122.9,17,standard_12m,1,1,4,4,3,4,0,5,design_build,25,2,frame,9.86
P1895,89.3,5,standard_12m,1,1,3,3,2,2,1,0,lump_sum,22,3,slab_finishing,9.23
P1496,82.0,16,standard_12m,1,1,4,2,1,1,1,0,lump_sum,30,1,slab_finishing,11.33
P3305,121.8,24,standard_12m,1,2,4,4,2,2,0,4,remeasurement,6,8,frame,12.03
P2782,98.8,7,standard_12m,0,0,2,3,1,1,0,5,lump_sum,19,5,slab_finishing,15.0
P1335,77.0,19,mixed_lengths,0,0,2,5,2,3,1,1,design_build,20,5,slab_finishing,5.54
P1515,142.8,8,standard_12m,0,2,0,3,2,1,0,4,remeasurement,19,3,frame,15.0
P2348,154.0,31,standard_12m,1,2,2,5,3,2,1,1,design_build,25,8,frame,4.34
P2015,102.6,18,standard_12m,2,1,1,3,1,1,0,3,remeasurement,25,6,slab_finishing,10.49
P3808,151.2,32,mixed_lengths,0,1,0,3,1,1,0,3,design_build,3,8,frame,13.0
P3803,107.3,20,standard_12m,1,2,2,2,2,2,1,0,lump_sum,30,1,slab_finishing,7.74
P2781,99.5,12,standard_12m,0,0,1,3,3,4,2,1,lump_sum,25,6,slab_finishing,5.46
P2785,115.1,33,mixed_lengths,2,1,3,3,1,2,0,3,lump_sum,19,4,slab_finishing,10.73
P3070,149.1,19,standard_12m,1,0,6,3,3,4,1,5,design_build,10,3,frame,11.55
P1356,133.9,23,mixed_lengths,0,1,5,4,2,3,1,2,remeasurement,18,6,frame,10.2
P3852,180.0,26,standard_12m,1,1,2,4,2,2,0,0,lump_sum,30,1,foundation,9.34
P2312,132.3,6,standard_12m,0,0,1,2,1,1,0,5,remeasurement,14,6,frame,15.0
P2635,114.3,14,custom_lengths,1,0,2,3,1,1,2,3,lump_sum,3,7,slab_finishing,7.72
P1550,86.3,13,standard_12m,2,2,4,1,2,2,2,3,design_build,14,7,slab_finishing,8.13
P3388,170.0,21,mixed_lengths,2,2,6,2,2,3,1,3,lump_sum,17,7,foundation,7.37
P3479,124.6,34,standard_12m,2,1,3,4,2,1,2,0,design_build,21,1,slab_finishing,5.48
P3521,106.8,18,mixed_lengths,1,1,3,3,3,4,1,4,lump_sum,30,1,slab_finishing,7.21
P3265,157.9,11,standard_12m,2,1,3,3,1,1,1,4,lump_sum,23,4,foundation,9.46
P2227,78.3,11,custom_lengths,0,0,6,1,1,2,1,5,design_build,18,6,slab_finishing,12.38
P3822,140.2,16,mixed_lengths,2,1,3,1,2,1,2,5,remeasurement,14,8,frame,9.92
P1957,121.2,23,standard_12m,1,1,4,3,2,3,1,4,remeasurement,27,3,slab_finishing,11.72
P2773,154.5,38,standard_12m,1,0,2,4,2,3,1,1,design_build,25,3,frame,7.8
P3141,118.8,35,standard_12m,2,2,2,3,2,3,2,0,design_build,25,5,slab_finishing,3.21
P2008,104.8,10,custom_lengths,0,0,1,4,2,3,1,2,lump_sum,25,3,slab_finishing,7.05
P2092,166.2,19,standard_12m,0,0,6,4,2,2,0,3,design_build,24,3,foundation,13.82
P3674,101.2,34,standard_12m,0,1,1,4,2,2,0,2,lump_sum,30,3,slab_finishing,11.4
P1996,115.1,20,mixed_lengths,1,2,1,2,1,1,0,1,lump_sum,17,6,slab_finishing,10.19
P2679,137.1,26,standard_12m,1,0,3,5,2,2,1,2,lump_sum,21,6,frame,8.85
P1153,142.7,28,mixed_lengths,1,0,6,3,3,4,0,3,remeasurement,16,4,frame,11.31
P3782,82.8,19,mixed_lengths,2,2,0,3,2,1,1,0,lump_sum,30,3,slab_finishing,4.34
P1580,180.0,31,mixed_lengths,1,0,5,3,1,2,1,1,design_build,26,1,foundation,10.35
P2470,177.2,32,mixed_lengths,0,1,5,2,2,3,1,3,remeasurement,16,3,foundation,14.18
P1703,179.8,33,mixed_lengths,2,1,2,4,2,2,1,1,design_build,10,8,foundation,6.21
P2212,160.9,12,custom_lengths,0,2,4,4,2,2,1,2,design_build,14,7,foundation,5.56
P1896,177.6,15,standard_12m,1,1,5,3,2,1,1,3,design_build,21,7,foundation,11.29
P1487,106.8,21,standard_12m,0,1,2,3,1,2,1,1,lump_sum,28,3,slab_finishing,10.15
P1559,171.3,6,standard_12m,1,0,6,2,2,1,1,5,remeasurement,8,8,foundation,15.0
P2141,137.8,9,standard_12m,2,1,3,2,2,3,1,2,remeasurement,23,5,frame,9.32
P2119,176.2,31,mixed_lengths,0,0,4,4,2,3,1,0,lump_sum,30,4,frame,7.88
P1512,151.6,19,standard_12m,0,1,5,3,3,4,0,2,design_build,18,6,frame,11.45
P1633,99.8,15,standard_12m,1,0,3,3,2,2,0,5,design_build,20,2,slab_finishing,13.68
P3584,148.3,10,standard_12m,0,2,1,2,2,2,0,3,remeasurement,25,2,frame,13.25
P2664,93.9,38,standard_12m,1,3,6,1,2,3,0,4,design_build,24,4,slab_finishing,14.09
P2012,175.5,15,mixed_lengths,1,2,3,5,3,4,0,1,lump_sum,21,7,foundation,4.81
P2931,180.0,34,mixed_lengths,0,0,3,2,2,1,1,5,design_build,30,2,foundation,15.0
P2150,132.8,39,standard_12m,2,1,5,2,2,1,1,2,lump_sum,30,4,slab_finishing,10.02
P3805,117.4,30,mixed_lengths,0,0,6,4,3,2,1,1,remeasurement,20,4,slab_finishing,11.2
P1116,176.6,25,standard_12m,2,3,4,4,3,4,2,4,design_build,24,3,foundation,3.13
P1740,133.3,10,custom_lengths,0,0,3,3,1,1,1,1,lump_sum,30,2,frame,10.36
P3763,145.9,26,standard_12m,1,1,2,3,2,2,0,3,design_build,26,7,frame,10.24
P2974,128.2,10,standard_12m,0,1,2,4,2,2,1,4,design_build,22,3,frame,10.35
P2081,157.3,37,standard_12m,1,2,3,3,2,1,1,2,remeasurement,12,4,frame,11.24
P2810,100.0,11,custom_lengths,0,0,1,2,1,2,1,2,lump_sum,24,2,slab_finishing,8.85
P1830,107.4,21,standard_12m,0,1,2,1,2,2,1,3,design_build,19,5,slab_finishing,12.55
P1119,81.3,13,standard_12m,1,0,2,4,3,3,1,1,lump_sum,7,6,slab_finishing,7.26
P1656,145.3,23,standard_12m,2,0,4,2,1,1,2,2,remeasurement,12,5,frame,9.27
P3732,81.6,14,custom_lengths,0,1,3,2,2,2,2,2,design_build,21,5,slab_finishing,5.27
P3692,170.4,16,mixed_lengths,1,1,6,4,2,2,1,3,remeasurement,19,6,foundation,9.87
P3932,130.9,34,mixed_lengths,1,0,4,2,2,1,0,1,lump_sum,21,8,frame,11.33
P1635,144.1,6,standard_12m,1,1,6,1,2,1,1,5,design_build,12,4,frame,14.57
P1369,180.0,22,standard_12m,0,1,6,2,1,1,1,5,remeasurement,11,5,foundation,15.0
P1268,174.7,19,standard_12m,1,2,2,2,2,1,1,1,remeasurement,16,3,foundation,9.34
P1046,101.7,21,standard_12m,2,1,4,2,2,3,2,2,lump_sum,30,2,slab_finishing,6.3
P1991,138.2,21,mixed_lengths,2,2,6,2,2,3,2,5,remeasurement,13,5,frame,7.72
P1876,151.2,23,mixed_lengths,1,1,6,3,2,3,1,5,remeasurement,10,8,frame,11.79
P1773,178.5,32,mixed_lengths,0,1,2,3,1,1,1,3,design_build,30,1,foundation,12.08
P2219,140.8,32,standard_12m,1,0,1,4,3,2,1,3,remeasurement,22,4,frame,11.62
P2126,98.8,25,standard_12m,0,1,2,2,2,3,1,2,lump_sum,24,1,slab_finishing,10.32
P1004,173.9,36,standard_12m,1,1,5,3,3,4,0,1,lump_sum,30,4,foundation,11.67
P2595,121.2,12,standard_12m,1,2,4,4,2,1,0,5,remeasurement,14,7,frame,13.01
P3311,98.1,7,standard_12m,0,0,6,3,1,1,1,2,design_build,25,1,slab_finishing,15.0
P3491,128.5,21,standard_12m,0,2,2,1,1,2,2,2,design_build,30,4,slab_finishing,9.39
P2077,84.8,13,standard_12m,2,2,1,3,2,1,2,0,design_build,28,2,slab_finishing,2.93
P1837,158.5,8,standard_12m,1,2,6,1,2,3,2,5,remeasurement,19,4,foundation,12.49
P1681,98.6,24,standard_12m,1,1,5,3,1,2,0,0,lump_sum,19,7,slab_finishing,11.66
P2715,137.8,22,standard_12m,0,1,2,3,2,3,1,2,lump_sum,26,3,frame,7.92
P3352,161.1,24,mixed_lengths,2,1,1,3,1,1,1,2,lump_sum,22,7,frame,6.24
P3361,175.7,5,custom_lengths,1,1,2,4,2,3,1,1,lump_sum,30,2,foundation,4.38
P3197,100.1,16,standard_12m,0,0,2,4,3,2,1,1,design_build,30,2,slab_finishing,7.98
P2148,156.6,18,standard_12m,1,1,2,4,2,3,0,4,remeasurement,17,5,foundation,12.11
P1574,177.8,22,mixed_lengths,1,2,1,4,2,2,1,2,lump_sum,24,6,foundation,3.77
P1050,107.3,10,standard_12m,2,1,2,5,2,3,1,1,remeasurement,22,3,slab_finishing,6.16
P1853,180.0,11,standard_12m,1,1,6,4,2,1,1,5,lump_sum,30,4,foundation,13.19
P2982,94.4,26,standard_12m,1,2,2,3,1,1,0,4,remeasurement,14,6,slab_finishing,13.57
P2823,149.6,13,standard_12m,0,1,6,1,2,1,1,5,remeasurement,5,7,foundation,15.0
P1833,151.4,33,mixed_lengths,2,0,4,3,2,2,2,2,lump_sum,25,8,frame,4.74
P2115,166.6,10,custom_lengths,0,2,0,4,2,2,2,2,remeasurement,15,7,foundation,2.59
P2166,180.0,36,standard_12m,1,2,6,3,2,1,1,2,design_build,30,1,foundation,11.91
P3518,173.4,24,mixed_lengths,0,1,4,2,2,2,0,4,remeasurement,17,8,foundation,13.94
P2906,156.6,19,standard_12m,1,0,0,2,2,1,2,4,lump_sum,30,2,frame,7.91
P1971,162.0,8,standard_12m,1,1,1,3,3,4,1,3,lump_sum,18,8,foundation,7.55
P1399,155.5,9,standard_12m,1,0,4,1,2,1,0,2,lump_sum,22,5,foundation,14.53
P3559,165.2,32,standard_12m,2,2,1,1,1,1,0,3,design_build,30,3,foundation,12.98
P3368,176.7,15,standard_12m,0,1,4,2,1,1,0,5,remeasurement,15,4,foundation,15.0
P1019,102.3,14,custom_lengths,2,1,6,3,3,4,2,5,remeasurement,16,2,slab_finishing,7.27
P1684,130.3,18,mixed_lengths,2,0,2,2,2,1,2,2,lump_sum,4,8,frame,4.78
P1035,96.8,20,mixed_lengths,0,0,2,3,2,1,1,5,design_build,14,5,slab_finishing,11.3
P3829,180.0,37,standard_12m,0,2,1,3,1,1,0,1,lump_sum,18,5,foundation,13.0
P1524,113.7,7,standard_12m,1,1,3,3,3,2,0,0,lump_sum,30,5,frame,8.69
P3455,159.7,6,standard_12m,1,2,1,4,2,3,1,2,lump_sum,16,8,foundation,7.08
P1920,173.1,18,standard_12m,0,1,2,4,2,2,2,1,lump_sum,30,1,foundation,7.83
P2841,172.2,12,custom_lengths,0,0,3,2,1,1,0,2,lump_sum,27,3,foundation,12.5
P2890,135.8,28,standard_12m,1,0,3,5,2,2,1,3,lump_sum,18,8,frame,8.44
P1537,106.9,25,mixed_lengths,2,1,5,3,3,4,2,3,design_build,24,2,slab_finishing,5.57
P2705,180.0,37,standard_12m,0,1,3,4,2,2,1,5,remeasurement,9,8,foundation,14.9
P3931,127.6,34,mixed_lengths,1,0,5,3,1,1,0,2,lump_sum,26,6,frame,12.7
P1245,104.8,12,custom_lengths,2,2,4,3,2,3,2,2,lump_sum,30,1,slab_finishing,2.46
P1784,155.7,21,mixed_lengths,1,2,2,3,2,2,1,1,design_build,11,8,foundation,5.33
P2409,164.0,27,mixed_lengths,1,2,2,5,2,2,1,2,remeasurement,9,7,foundation,6.61
P3537,149.8,38,standard_12m,1,0,3,5,2,1,1,2,remeasurement,22,4,frame,13.13
P1154,150.0,15,standard_12m,1,2,1,1,1,1,1,0,lump_sum,29,5,frame,8.33
P2686,179.9,17,mixed_lengths,0,2,0,4,2,2,0,0,lump_sum,28,3,foundation,5.64
P1625,180.0,30,standard_12m,0,1,2,5,2,2,1,1,lump_sum,28,5,foundation,10.68
P3876,74.9,19,mixed_lengths,1,2,6,2,1,2,0,5,remeasurement,21,7,slab_finishing,15.0
P2346,106.3,37,standard_12m,0,0,3,3,1,1,0,2,remeasurement,12,7,slab_finishing,15.0
P1569,158.2,28,mixed_lengths,0,1,1,4,2,3,0,1,lump_sum,7,7,frame,8.7
P3933,101.2,8,standard_12m,0,0,4,3,2,2,1,2,design_build,16,5,slab_finishing,13.99
P2758,113.5,13,standard_12m,0,1,6,4,3,3,1,1,design_build,23,6,slab_finishing,7.23
P2816,101.3,34,standard_12m,1,0,5,3,2,1,1,4,lump_sum,30,4,slab_finishing,14.07
P3065,137.0,13,custom_lengths,2,0,6,2,2,2,2,4,design_build,17,4,frame,4.71
P1127,155.2,13,standard_12m,0,2,2,3,3,4,1,1,design_build,16,5,frame,6.07
P3977,159.2,20,mixed_lengths,0,1,0,3,1,1,0,4,lump_sum,22,3,foundation,11.78
P3006,96.1,17,standard_12m,1,3,4,2,2,1,2,5,lump_sum,13,7,slab_finishing,9.59
P1980,143.2,30,standard_12m,1,1,1,3,3,2,1,2,design_build,18,5,frame,7.03
P3974,180.0,26,mixed_lengths,1,0,6,3,1,1,1,4,remeasurement,24,4,foundation,15.0
P1190,173.5,16,standard_12m,2,0,6,2,2,3,2,5,remeasurement,18,3,foundation,13.63
P2139,157.2,30,mixed_lengths,2,2,1,3,2,3,2,4,lump_sum,15,7,frame,3.91
P1992,151.1,33,standard_12m,1,2,6,3,3,3,0,5,lump_sum,30,3,frame,12.92
P1699,117.0,31,standard_12m,1,1,4,3,3,4,1,5,design_build,27,3,slab_finishing,9.88
P1606,96.2,18,mixed_lengths,1,0,6,4,2,1,1,5,remeasurement,18,7,slab_finishing,13.54
P1180,93.5,21,standard_12m,0,1,5,3,2,3,0,2,design_build,18,4,slab_finishing,14.04
P1301,177.8,36,standard_12m,1,2,2,3,2,1,1,3,lump_sum,25,5,frame,10.51
P3544,108.2,21,mixed_lengths,0,1,1,3,1,1,2,3,design_build,12,7,slab_finishing,8.29
P3775,110.1,14,standard_12m,2,0,6,3,2,1,2,2,remeasurement,18,2,slab_finishing,12.09
P2060,121.2,7,standard_12m,0,1,2,2,2,2,1,1,lump_sum,18,6,frame,9.79
P3819,168.2,20,mixed_lengths,2,2,2,1,1,1,2,2,remeasurement,16,7,foundation,6.91
P3878,114.0,27,standard_12m,2,2,3,1,2,3,2,5,remeasurement,20,6,slab_finishing,8.88
P3565,116.9,9,standard_12m,2,0,0,3,2,1,2,3,design_build,14,5,slab_finishing,7.68
P2069,120.7,19,standard_12m,0,1,6,3,1,2,0,4,remeasurement,27,2,frame,15.0
P3524,123.4,31,mixed_lengths,2,1,3,3,3,2,2,1,design_build,30,3,frame,1.69
P3205,167.7,22,mixed_lengths,2,1,2,2,2,3,1,2,lump_sum,30,2,foundation,7.01
P2243,121.4,18,mixed_lengths,1,0,3,4,2,1,1,1,lump_sum,25,2,slab_finishing,8.08
P1016,175.3,37,standard_12m,1,0,6,1,2,2,2,5,design_build,19,4,frame,14.83
P3980,180.0,34,standard_12m,1,1,1,5,3,2,2,1,lump_sum,12,7,foundation,3.99
